TITLE,OPEN_DT,CMT_SCORE
구스 베이비,2019-01-16,0.5581
포커스,2015-02-26,0.4062
타워 하이스트,2011-11-17,0.1818
노 게임 노 라이프 -제로-,2017-10-19,0.0706
완벽한 파트너,2011-11-17,0.2241
더 매직: 리틀톰과 도둑공주,2015-09-24,0.3178
슈퍼미니,2014-04-10,0.5185
오베라는 남자,2016-05-25,0.3204
페이스 블라인드,2012-06-21,0.1667
더 콜,2013-06-20,-0.018
콜드 라잇 오브 데이,2012-05-17,0.2647
살인자,2014-01-15,0.0816
레고 무비2,2019-02-06,0.5517
그대 이름은 장미,2019-01-16,0.2759
락 오브 에이지,2012-08-02,0.0909
사우스포,2015-12-03,0.0052
갤로우즈,2015-09-03,-0.0182
팅커 테일러 솔저 스파이,2012-02-09,0.0826
셜록 놈즈,2018-10-03,0.2041
허큘리스,2014-08-06,0.2
플로리다 프로젝트,2018-03-07,0.0714
슈퍼 프렌즈,2016-08-10,0.1387
숀더쉽,2015-08-13,0.4036
빅 아이즈,2015-01-28,0.1301
레전드 오브 래빗,2012-02-22,0.0865
유스,2016-01-07,0.2929
필립모리스,2010-07-01,-0.0202
옥보단 3D,2011-05-12,0.0426
극장판 썬더일레븐GO : 궁극의 우정 그리폰,2012-05-24,0.1086
신은 죽지 않았다 3: 어둠 속의 빛,2018-07-19,-0.0909
스위치,2010-12-01,0.0909
와일드,2015-01-22,0.0882
지랄발광 17세,2017-06-28,-0.0265
뷰티풀 크리처스,2013-04-18,0.0828
더 이퀄라이저,2015-01-28,0.0468
씬 시티: 다크히어로의 부활,2014-09-11,-0.015
파도가 지나간 자리,2017-03-08,0.425
다이노X 탐험대,2016-05-04,0.2683
출국,2018-11-14,-0.1875
아따맘마 - 극장판,2011-02-17,0.0648
터널 3D,2014-08-20,-0.0597
원 챈스,2014-03-13,0.2667
최악의 하루,2016-08-25,0.0682
지금은맞고그때는틀리다,2015-09-24,0.2571
엑스페리먼트,2010-08-11,0.06
아무르,2012-12-19,0.14
프렌즈 위드 베네핏,2011-10-27,0.2727
로스트 인 더스트,2016-11-03,0.2812
오 마이 그랜파,2016-03-17,0.3083
꿀벌 하치의 대모험,2011-01-13,0.0
드래곤 스펠: 마법 꽃의 비밀,2017-08-15,0.1955
페이스 오브 러브,2014-04-16,0.2536
분신사바 2,2014-07-16,0.1266
토토의 움직이는 숲,2013-06-20,0.6296
오즈: 신기한 마법가루,2017-07-20,0.3125
세인트 빈센트,2015-03-05,0.2921
룸,2016-03-03,-0.0909
모데카이,2015-02-18,0.1143
엑스 마키나,2015-01-21,0.3256
호텔 아르테미스,2018-07-18,0.1429
쓰리 썸머 나잇,2015-07-15,0.0776
아더 우먼,2014-11-13,0.2782
매직 인 더 문라이트,2014-08-20,0.5682
노다메 칸타빌레 Vol.1,2010-09-09,0.1101
참을 수 없는,2010-10-21,0.15
타임 패러독스,2015-01-07,0.0083
"어쩌다, 결혼",2019-02-27,0.1591
러덜리스,2015-07-09,0.2
엽기적인 그녀 2,2016-05-12,-0.0363
오두막,2017-04-20,0.25
피치 퍼펙트: 언프리티 걸즈,2015-05-28,0.304
조조-황제의 반란,2012-10-18,0.2273
브릭 맨션: 통제불능 범죄구역,2014-08-27,0.1195
회초리,2011-05-19,0.1071
극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,2014-08-13,0.2086
쿵후팬더: 영웅의 탄생,2013-07-04,-0.0084
센츄리온,2010-08-26,0.0667
피라냐 3DD,2012-08-01,-0.1132
로맨틱 헤븐,2011-03-24,0.2113
베니싱,2011-03-31,-0.1601
위자,2015-04-16,-0.0777
리스본행 야간열차,2014-06-05,0.3125
바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,1.25
두 개의 문,2012-06-21,-0.095
나우이즈굿,2012-11-08,0.2533
파워레인져스: 더 비기닝,2017-04-20,0.1536
언더월드: 블러드 워,2016-11-30,0.0702
쿰바: 반쪽무늬 얼룩말의 대모험,2014-09-04,0.8333
화이트 고릴라,2013-10-31,0.7872
청원,2011-11-02,0.45
프란시스 하,2014-07-17,0.5556
모뉴먼츠 맨: 세기의 작전,2014-02-27,0.2236
더 서클,2017-06-22,0.1983
정글히어로,2014-10-02,0.3875
투 마더스,2013-08-22,0.1308
돈비 어프레이드 : 어둠 속의 속삭임,2011-08-25,-0.087
극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,0.1712
미트 페어런츠 3,2011-03-31,0.4118
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈,2011-01-05,-0.0297
바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,0.6
마일22,2018-08-23,0.098
인보카머스,2014-08-21,-0.1939
세상에서 고양이가 사라진다면,2016-11-09,0.1031
어카운턴트,2016-10-13,0.4138
브라더스,2010-05-05,0.0286
번개맨,2016-02-11,0.1061
어거스트: 가족의 초상,2014-04-03,0.1452
하이힐을 신고 달리는 여자,2012-02-02,0.2
이퀄스,2016-08-31,0.1579
인생 후르츠,2018-12-06,0.75
스티브 잡스,2016-01-21,-0.0089
달라스 바이어스 클럽,2014-03-06,0.13
우리 선희,2013-09-12,0.1613
피노키오: 당나귀 섬의 비밀,2013-04-25,0.4048
토니 스토리: 깡통제국의 비밀,2013-07-18,0.4844
올 더 머니,2018-02-01,-0.0577
여곡성,2018-11-08,-0.1908
주문진,2010-01-21,0.0327
아이엠스타 뮤직어워드,2016-09-14,0.2149
Mr.아이돌,2011-11-03,0.073
올레,2016-08-25,0.3699
그을린 사랑,2011-07-21,0.2857
더 바디,2014-05-22,0.1765
라스트 스탠드,2013-02-21,-0.0034
우리도 사랑일까,2012-09-27,0.0
리틀메딕: 몸속탐험대,2016-11-24,0.1951
선생님의 일기,2016-11-02,0.3577
골든 슬럼버,2010-08-26,0.0367
천녀유혼,2011-05-12,0.0476
레지던트,2011-06-02,0.0479
다크 플레이스,2015-07-15,0.1899
패트리어트 데이,2017-04-06,0.0186
극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017-11-09,0.3041
레터스 투 갓,2016-02-25,0.5455
여대생 기숙사,2010-06-23,0.24
블리츠,2011-12-07,0.0319
더 크리스마스,2017-12-21,0.7895
돌이킬 수 없는,2010-11-04,0.1228
"사랑한다, 사랑하지 않는다",2011-03-03,0.0417
패터슨,2017-12-21,0.3944
데몰리션,2016-07-13,0.0357
정글번치 : 빙산으로의 귀환,2013-10-02,0.4054
베리드,2010-12-08,-0.0172
레오나르도 다 빈치,2018-04-26,0.44
보루토 - 나루토 더 무비,2015-12-10,0.0655
엘라의 모험 2: 백설공주 길들이기,2010-02-25,-0.0323
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,0.2299
아메리칸,2010-12-29,-0.0841
뷰티풀 투모로우,2017-10-26,0.4759
로우리스: 나쁜 영웅들,2012-10-18,0.2
히트맨: 에이전트 47,2015-09-03,0.0772
경주,2014-06-12,0.2632
리틀 프린세스 소피아 : 신비한 섬,2017-09-28,0.0714
언피니시드,2011-10-06,0.0
위아영,2015-05-14,0.3723
에브리바디 올라잇,2010-09-02,0.2727
황당한 외계인: 폴,2011-04-07,0.0714
디센트: Part 2,2010-08-11,-0.1667
톨스토이의 마지막 인생,2010-12-15,0.3846
에반게리온: Q,2013-04-25,-0.0067
헤드,2011-05-26,0.14
아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,0.2143
주온: 더 파이널,2015-10-01,-0.2804
바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,0.625
결정적 한방,2011-12-07,0.1739
내 여자친구의 결혼식,2011-08-25,0.7368
휴고,2012-02-29,0.2069
산타의 매직 크리스탈,2013-11-28,0.48
바운티 헌터,2010-04-15,0.2222
극장판 유희왕 : 시공을 초월한 우정,2011-02-24,0.0183
두 남자,2016-11-30,0.0421
님포매니악 볼륨1,2014-06-18,-0.0152
극장판 아따맘마3D : 엄마는 초능력자,2011-09-08,0.1067
행오버 2,2011-08-25,0.0909
번개맨과 신비의 섬,2018-04-05,0.1333
더 퍼지 : 거리의 반란,2014-08-27,-0.2016
엽문2,2010-06-16,0.1004
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,2014-01-23,-0.066
극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,0.3213
고 녀석 맛나겠다,2011-07-07,0.2115
트럼보,2016-04-07,0.1714
파더 앤 도터,2015-12-10,0.0504
소공녀,2018-03-22,0.5517
바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,0.4286
킬링 디어,2018-07-12,-0.4563
순종,2016-11-17,0.3913
더 랍스터,2015-10-29,0.3281
엘리엇과 산타 썰매단,2018-12-12,0.75
웃는 남자,2013-03-28,-0.0442
나의 붉은고래,2017-06-15,0.0794
1919 유관순,2019-03-14,0.1429
어드리프트:우리가 함께한 바다,2018-09-06,0.3684
듀 데이트,2010-11-24,0.0674
마미,2014-12-18,0.4918
하하하,2010-05-05,0.0667
달빛 길어올리기,2011-03-17,0.1111
밤의 해변에서 혼자,2017-03-23,-0.0734
다이애나,2014-03-06,0.0989
극장판 프랭키와 친구들: 생명의 나무,2016-04-13,0.4086
드래곤 블레이드,2015-03-12,0.0831
극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,0.3636
대니 콜린스,2015-09-30,0.4211
돌아온 파워레인저 미라클포스,2012-02-29,0.0857
헌터 킬러,2018-12-06,-0.1304
나이트 크롤러,2015-02-26,-0.0509
더 보이,2016-06-01,-0.0627
매직빈,2018-05-03,0.4
래빗 스쿨,2017-11-23,0.5146
고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,0.1727
워터 포 엘리펀트,2011-05-04,0.0345
더 라이트: 악마는 있다,2011-04-20,-0.1429
백설공주 : 사라진 아빠를 찾아서,2016-09-29,0.3456
그물,2016-10-06,-0.0667
빅뱅 메이드,2016-06-30,0.0569
위시 어폰,2017-07-20,0.0
대지진,2010-11-04,-0.062
파라노말 액티비티: 더 고스트 디멘션,2016-04-21,-0.2057
헤이와이어,2012-07-05,0.0976
파라노말 액티비티4,2012-10-25,-0.0947
잡아야 산다,2016-01-07,0.083
살인소설,2012-11-15,-0.1176
5일의 마중,2014-10-08,0.4848
맨체스터 바이 더 씨,2017-02-15,0.1579
돌핀 : 꿈꾸는 다니엘의 용감한 모험,2013-03-21,0.5652
개구리왕국,2015-11-12,0.3939
베스트 엑조틱 메리골드 호텔,2012-07-12,0.7222
길위에서,2013-05-23,0.25
인 디 에어,2010-03-11,0.5833
"부르고뉴, 와인에서 찾은 인생",2018-05-03,0.6316
디센던트,2012-02-16,0.2632
블랙 가스펠,2013-11-14,0.2281
더 라스트: 나루토 더 무비,2015-02-26,-0.0033
콘트라밴드,2012-03-22,0.4286
산상수훈,2017-12-07,0.3837
머니백,2018-04-12,0.2879
폭풍전야,2010-04-01,0.0831
프랭크,2014-09-25,-0.0299
호프 스프링즈,2013-04-04,0.3556
더 비지트,2015-10-15,-0.0267
너의 췌장을 먹고 싶어,2018-11-15,0.1628
별을 쫓는 아이,2011-08-25,0.0
꼬마영웅 경찰차 프로디,2013-04-11,0.8571
포인트 블랭크,2011-07-13,0.2273
소중한 날의 꿈,2011-06-23,0.0881
바다 탐험대 옥토넛 스페셜,2015-02-05,0.4571
매혹당한 사람들,2017-09-06,0.1875
스트레스를 부르는 그 이름 직장상사,2011-11-17,0.1304
오싱,2013-12-05,0.188
킬러 인사이드 미,2010-07-07,0.0
스카이포스 3D,2013-02-28,0.2903
언어의 정원,2013-08-14,0.0869
트리 오브 라이프,2011-10-27,0.1
미안해 사랑해 고마워,2015-10-28,0.1294
빅 미라클,2012-02-23,0.15
두 번의 결혼식과 한 번의 장례식,2012-06-21,0.0575
더 씽,2012-06-14,0.1368
윈드 리버,2017-09-14,0.0
브루클린,2016-04-21,0.4405
포레스트: 죽음의 숲,2016-03-30,-0.3333
더 테너 리리코 스핀토,2014-12-31,0.0308
젝스키스 에이틴,2018-01-18,0.2331
다이빙벨,2014-10-23,-0.0756
"제자, 옥한흠",2014-10-30,0.6667
비밀,2015-10-15,0.1944
인시디어스,2012-09-13,0.0345
내가 잠들기 전에,2014-10-30,0.0571
언더더씨,2017-06-22,0.2338
레드라이트,2012-08-23,0.0909
마음이 외치고 싶어해,2016-03-30,0.3103
번개맨의 비밀,2018-12-06,0.7619
살인소설,2018-04-25,0.0963
폴란드로 간 아이들,2018-10-31,0.5294
"가장 따뜻한 색, 블루",2014-01-16,0.3418
에곤 쉴레: 욕망이 그린 그림,2016-12-22,0.2627
슈퍼미니 2,2019-02-27,0.8421
어네스트와 셀레스틴,2014-02-20,0.2704
더 킥,2011-11-03,0.0
저지드레드 3D,2012-12-06,0.1567
데자뷰,2018-05-30,-0.0667
우리들,2016-06-16,0.5065
미스 슬로운,2017-03-29,0.2052
목숨 건 연애,2016-12-14,0.1316
매기스 플랜,2017-01-25,0.3043
온리 더 브레이브,2018-03-07,0.1959
머니 몬스터,2016-08-31,0.08
"스탠바이, 웬디",2018-05-30,0.5349
트리플 9,2016-04-20,0.0979
작은 연못,2010-04-15,-0.1477
뜨거운 안녕,2013-05-30,0.0364
잃어버린 도시 Z,2017-09-21,0.0127
나츠메 우인장: 세상과 연을 맺다,2018-10-31,0.0741
비밥바룰라,2018-01-24,0.0475
적인걸2 : 신도해왕의 비밀,2013-10-02,0.2174
이스케이프,2015-11-05,-0.1224
내 연애의 기억,2014-08-20,0.1802
엽문3: 최후의 대결,2016-03-10,-0.0083
스크림 4G,2011-06-09,-0.0702
갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,0.2706
"그래, 가족",2017-02-15,0.1782
엘리노어 릭비: 그 남자 그 여자,2015-04-09,0.2
마더!,2017-10-19,-0.0989
심야식당 2,2017-06-08,0.1879
에그엔젤 코코밍: 두근두근 핼러윈 파티,2018-09-22,0.25
하드코어 헨리,2016-05-19,0.0403
플래닛 51,2010-10-21,0.1538
블레어 위치,2016-11-23,-0.0286
베스트 오퍼,2014-06-12,0.1244
슈퍼윙스 3D,2013-08-14,0.2892
아프리카 마법여행,2011-01-20,0.122
무드 인디고,2014-12-11,0.0933
된장,2010-10-21,0.1818
퍼펙트 센스,2011-11-24,0.1905
타샤 튜더,2018-09-13,0.3333
히어애프터,2011-03-24,0.0814
족구왕,2014-08-21,0.4274
설계,2014-09-18,-0.0148
리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017-04-13,1.0
미운오리새끼,2012-08-30,0.4194
샤오린 : 최후의 결전,2011-08-25,0.2167
부니 베어: 롤라 구출 대모험,2014-11-20,0.2734
한 번 더 해피엔딩,2015-04-08,0.5769
밀림의 왕자 레오2,2012-11-08,0.3448
아더와 미니모이 2 : 셀레니아 공주 구출 작전,2010-07-08,0.0833
내가 죽기 전에 가장 듣고 싶은 말,2017-07-19,0.2091
북촌방향,2011-09-08,0.625
댄서,2017-04-13,0.1429
킹메이커,2012-04-19,0.0556
호두까기인형 3D,2013-01-03,0.2236
케빈에 대하여,2012-07-26,0.25
저스티스,2012-03-15,0.0923
프리버즈: 밍쿠와 찌아의 도시 대탈출,2013-09-17,-0.0163
드래곤볼Z : 신들의 전쟁,2013-08-29,0.0185
글래디에이터: 로마 영웅 탄생의 비밀 3D,2013-03-14,0.3457
플로이,2018-08-15,0.2308
프랑켄위니,2012-10-11,0.0
성실한 나라의 앨리스,2015-08-13,0.087
혈투,2011-02-24,0.1803
범죄의 여왕,2016-08-25,0.2639
우리별 일호와 얼룩소,2014-02-20,0.2589
다이노 어드벤처2: 육해공 공룡 대백과,2018-10-09,0.141
울브스,2014-11-13,0.1558
아일라,2018-06-21,0.0357
약장수,2015-04-23,-0.0562
고백,2011-03-31,-0.0104
꼬마돼지 베이브의 대모험,2017-06-15,0.5484
스페이스 독,2012-03-22,0.0
호스트,2013-04-04,0.0548
로마,2018-12-12,0.1818
쿠르스크,2019-01-16,-0.1707
페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,-0.02
그레이트 뷰티,2014-06-12,0.3729
스탠리의 도시락,2012-03-08,0.2632
피케이: 별에서 온 얼간이,2015-09-03,0.1982
천국에 다녀온 소년,2014-06-12,-0.1351
일일시호일,2019-01-17,0.8889
스푹스:MI5,2016-03-17,0.1019
나쁜 이웃들,2014-07-03,0.2128
칠곡 가시나들,2019-02-27,0.5714
스니치,2013-05-09,0.0
진짜로 일어날지도 몰라 기적,2011-12-22,0.1538
배반의 장미,2018-10-18,0.1189
극장판 뽀잉: 슈퍼 변신의 비밀,2018-09-20,0.1492
잔예 - 살아서는 안되는 방,2016-07-07,-0.1214
더 포리너,2018-02-07,0.04
하트 브레이커,2012-04-19,0.3889
세인트 클라우드,2011-01-13,0.1316
예감은 틀리지 않는다,2017-08-10,0.1739
마오의 라스트 댄서,2011-04-28,0.1978
데모닉,2015-06-25,-0.0884
유고와 라라: 하늘고래와 구름섬 대모험,2015-04-09,1.3333
코블러,2015-04-08,0.1491
더 와이프,2019-02-27,0.6667
이모티: 더 무비,2017-08-02,0.14
"웰컴, 삼바",2015-02-18,0.5385
G-포스: 기니피그 특공대,2010-04-22,0.0811
아델라인 : 멈춰진 시간,2015-10-15,0.3696
훈장과 악동들,2011-10-27,-0.4
세이프 헤이븐,2013-11-06,0.1279
노다메 칸타빌레 최종악장,2011-01-13,0.0549
인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,2012-10-18,-0.0092
스트리트 댄스 2: 라틴배틀,2012-07-12,0.125
그날 본 꽃의 이름을 우리는 아직 모른다,2014-02-20,-0.0172
그레이브 인카운터,2012-08-01,0.1639
말하는 건축가,2012-03-08,0.3125
내일을 위한 시간,2015-01-01,0.0417
자유의 언덕,2014-09-04,0.4074
몬스터 파크,2019-01-23,-0.4
정글번치: 너구리 해적단과 보물지도,2015-06-25,0.7333
트릭,2016-07-13,0.1919
신은 죽지 않았다,2015-04-16,-0.1478
4등,2016-04-13,0.3089
이별의 아침에 약속의 꽃을 장식하자,2018-07-19,0.64
타이밍,2015-12-10,0.0714
슈퍼노바 지구 탈출기,2014-02-13,0.3125
다시 태어나도 우리,2017-09-27,0.4286
정글번치: 최강 악당의 등장,2018-04-19,0.3171
하이큐!! 승자와 패자,2016-12-28,0.2963
다키스트 아워,2018-01-17,0.3095
툴리,2018-11-22,0.0
추억의 마니,2015-03-19,0.2333
사이드 이펙트,2013-07-11,-0.0616
폭풍우 치는 밤에: 비밀 친구,2013-05-01,0.434
옥희의 영화,2010-09-16,0.3636
에코 플래닛 3D : 지구 구출 특급 대작전,2013-10-09,0.4545
파가니니: 악마의 바이올리니스트,2014-04-23,0.2586
백프로,2014-04-03,0.0306
반딧불이 딘딘,2018-02-22,1.3333
극장판 썬더일레븐 GO VS 골판지 전사 W,2013-06-05,0.0676
스노든,2017-02-09,-0.0278
가필드 펫 포스 3D,2011-01-27,0.2667
다크 하우스,2017-06-22,0.0152
벅스 프렌즈,2018-06-06,1.5833
더 스토리: 세상에 숨겨진 사랑,2012-12-06,0.5556
령 : 저주받은 사진,2015-06-04,0.2041
한여름의 판타지아,2015-06-11,0.5333
드래곤볼 슈퍼: 브로리,2019-02-14,0.0236
에스엠타운 더 스테이지,2015-08-13,0.127
지구대표 롤링스타즈,2011-03-24,0.0286
파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016-08-17,0.3636
빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,0.2183
스파키,2018-04-12,0.1765
잠깐만 회사 좀 관두고 올게,2017-10-19,0.2188
문라이즈 킹덤,2013-01-31,0.4545
브루클린의 멋진 주말,2016-01-21,0.7234
우리의 20세기,2017-09-27,0.5342
세 번째 살인,2017-12-14,0.0704
위핏,2010-02-18,0.1556
엘르,2017-06-15,0.0
키코리키: 황금모자의 비밀,2017-01-25,0.5957
"그 시절, 우리가 좋아했던 소녀",2012-08-22,0.3571
드래곤 헌터,2013-01-24,0.2055
피터와 모글리의 크리스마스 어드벤처,2017-11-23,0.2278
"오늘 밤, 로맨스 극장에서",2018-07-11,0.4412
몬스터 왕국,2014-05-01,0.2952
누구의 딸도 아닌 해원,2013-02-28,0.25
펭귄 하이웨이,2018-10-18,-0.1333
뫼비우스,2013-09-05,-0.101
더 헌트,2013-01-24,-0.2827
서태지밴드 라이브 투어 <더 뫼비우스>,2010-05-21,0.1043
하비의 마지막 로맨스,2010-10-28,0.312
빠삐용,2019-02-27,0.1466
음모자,2011-06-30,-0.2
녹터널 애니멀스,2017-01-11,0.2353
신은 죽지 않았다 2,2016-04-07,0.1364
파운더,2017-04-20,0.2535
필로미나의 기적,2014-04-16,0.3117
극장판 레이디버그: 미라클스톤의 비밀,2018-01-25,0.1688
"헤일, 시저!",2016-03-24,0.2188
아이 엠 러브,2011-01-20,0.0
더 플랜,2017-04-20,-0.0245
7번째 내가 죽던 날,2017-05-31,0.4382
빅 웨딩,2013-06-27,0.4625
어메이징 메리,2017-10-04,0.2717
복숭아나무,2012-10-31,0.1158
"메밀꽃, 운수 좋은 날, 그리고 봄봄",2014-08-21,0.0583
페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,0.1944
오직 사랑하는 이들만이 살아남는다,2014-01-09,0.0335
마스터,2013-07-11,0.0602
만신,2014-03-06,0.1547
코난: 암흑의 시대,2012-04-05,0.0
리틀드래곤 코코넛,2015-07-02,0.4118
배틀 오브 비보이,2014-01-09,0.0238
무한대를 본 남자,2016-11-03,0.25
"땡큐, 대디",2015-04-23,0.2
태양 아래,2016-04-27,-0.123
I AM,2012-06-21,0.0637
개들의 섬,2018-06-21,0.2692
킬 유어 달링,2014-10-16,0.0319
시작은 키스!,2012-06-14,-0.1667
거미줄에 걸린 소녀,2018-11-28,0.0
인어공주 : 새로운 모험의 시작,2016-11-03,0.3804
다가오는 것들,2016-09-29,1.1333
대결,2016-09-22,0.1692
팔로우,2015-04-02,-0.4118
클라우즈 오브 실스마리아,2014-12-18,0.1642
위크엔드 인 파리,2014-05-01,0.6429
극장판 위 베어 베어스: 곰 브라더스,2017-08-24,0.6604
극장판 프리파라 모두 모여라! 프리즘☆투어즈,2016-10-13,0.6333
극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016-06-09,0.0804
마이 블랭키,2014-06-04,1.2778
썬키스 패밀리,2019-03-27,0.3939
꼭두각시,2013-06-20,0.022
그랜드파더,2016-08-31,-0.08
동경가족,2014-07-31,0.1828
꼬마 니콜라의 여름방학,2014-08-21,0.3393
소명 3 : 히말라야의 슈바이처,2011-04-07,0.6111
나는 부정한다,2017-04-26,0.1095
더 브레이브,2011-02-24,0.241
초콜렛 도넛,2014-10-02,0.2979
어떤 시선,2013-10-24,0.8333
목숨,2014-12-04,0.1111
막달라 마리아: 부활의 증인,2018-03-28,0.1579
"좋아해, 너를",2017-09-14,0.0879
앵그리스트 맨,2014-10-30,0.2653
다른나라에서,2012-05-31,0.25
신밧드와 마법 양탄자,2019-02-13,0.1474
쿠보와 전설의 악기,2016-10-26,0.1667
스노우타임,2016-12-15,0.75
바르다가 사랑한 얼굴들,2018-06-14,1.2143
벨 아미,2012-08-30,0.1429
마인드스케이프,2014-10-23,0.0752
드라이브 앵그리 3D,2011-08-25,0.0674
지구: 놀라운 하루,2018-02-22,0.3125
러스트 앤 본,2013-05-02,0.2588
"나의 사랑, 그리스",2017-04-20,0.193
지골로 인 뉴욕,2014-09-25,0.43
극장판 나루토 질풍전: 로드 투 닌자,2013-02-21,0.0356
체실 비치에서,2018-09-20,2.125
행복배달부 팻아저씨,2014-10-09,0.5897
테일 오브 테일즈,2016-11-24,0.0194
33,2016-04-07,0.1008
루터,2017-10-18,0.1652
소명 2-모겐족의 월드컵,2010-04-01,0.9048
내 인생의 마지막 변화구,2012-11-29,0.3208
루비 스팍스,2018-05-10,0.1302
춘희막이,2015-09-30,0.3099
너브,2017-01-11,0.0941
몬태나,2018-04-19,0.1429
벨과 세바스찬,2014-03-20,0.6154
역모-반란의 시대,2017-11-23,0.2283
에브리데이,2018-10-11,0.4375
잉여들의 히치하이킹,2013-11-28,0.4684
왕이 될 아이,2019-01-16,0.4
리빙보이 인 뉴욕,2017-11-09,0.4561
꼬마잠수함 올리,2014-10-16,0.6429
데스노트: 더 뉴 월드,2017-03-29,-0.0519
무협,2011-11-17,0.1212
슈퍼 스파이: 수상한 임무,2015-10-15,0.4783
분노,2017-03-30,-0.0658
굿모닝 맨하탄,2014-02-06,0.6923
머드,2013-11-28,0.2466
크리미널 스쿼드,2018-04-19,0.1778
극장판 암살교실 : 365일의 시간,2017-03-23,0.1192
카페 6,2016-11-16,0.25
파울볼,2015-04-02,0.0507
서프러제트,2016-06-23,-0.0789
투 프렌즈,2018-11-29,0.2694
박물관이 진짜 살아있다,2018-11-08,0.3333
마리안느와 마가렛,2017-04-20,0.4773
문호 스트레이독스 [데드 애플],2018-04-05,-0.1021
나를 미치게 하는 여자,2015-12-10,0.1765
스페이스 비트윈 어스,2017-03-16,0.4956
걸 온 더 트레인,2017-03-09,-0.0662
페어러브,2010-01-14,0.11
코비: 블루 엘리펀트의 전설,2013-12-05,0.5
위아 유어 프렌즈,2015-11-12,0.4569
팬텀 스레드,2018-03-08,0.4444
토마스와 친구들: 용감한 기관차와 괴물소동,2016-10-13,0.1538
어떤 만남,2014-07-31,0.5429
지니어스,2017-04-13,0.1803
피쉬 프렌즈: 알록이의 신기한 모험,2018-08-30,0.75
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,-0.0278
해피 투게더,2018-11-15,0.1622
아워 이디엇 브라더,2012-11-29,0.3985
러브 앤 머시,2015-07-30,0.2152
재키,2017-01-25,0.0625
몬스터 섬의 비밀,2017-09-07,0.0
앙: 단팥 인생 이야기,2015-09-10,0.3333
아기돼지 3형제와 매직램프,2017-03-23,0.48
머신건 프리처,2012-05-24,0.2703
리멤버 미,2011-03-03,0.0633
중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018-05-10,0.0595
원 포 더 머니,2012-02-16,0.3684
뉴 스텝업: 어반댄스,2016-09-22,0.0385
기적의 오케스트라 - 엘 시스테마,2010-08-12,0.7857
집 나온 남자들,2010-04-08,0.12
쾌걸 조로리의 대대대대모험,2013-06-05,-0.0791
트레이서,2015-03-19,0.1613
배저로와 친구들: 신비한 모험,2017-10-26,0.418
모어 댄 블루,2018-12-12,-0.0667
원더스트럭,2018-05-03,0.3934
왓 이프,2014-11-13,0.3868
부니베어: 로거빅 컴백홈 프로젝트,2017-06-29,0.6286
달링,2018-04-12,0.5217
구스범스: 몬스터의 역습,2018-11-07,0.2105
서칭 포 슈가맨,2012-10-11,0.0
당신의 부탁,2018-04-19,0.2069
그 사람 그 사랑 그 세상,2014-11-20,0.875
골드,2017-03-22,0.2436
쿵푸몽키,2018-01-25,0.3902
매직울프,2017-10-03,0.6364
사다코 대 카야코,2017-01-04,-0.0679
선샤인 온 리스,2014-09-03,0.2318
예언자,2010-03-11,0.1667
매직 마이크,2012-08-01,0.1053
양말요정 휴고의 대모험,2018-09-06,0.2857
꼬마영웅 경찰차 프로디2,2014-03-20,1.4
정글북: 마법 원정대,2019-03-21,0.8
하이큐!! 콘셉트의 싸움,2018-01-11,0.225
영주,2018-11-22,0.2653
빅 픽처,2013-07-04,0.16
쥬로링 동물탐정 극장판,2014-12-18,0.3056
슈퍼 버드,2017-04-06,1.0556
모험왕 블링키,2019-02-20,0.2667
겨울왕국의 무민,2018-02-08,0.1364
밀림의 왕자 레오: 세상을 바꾸는 용기,2012-02-29,-0.1
하이-라이즈,2016-03-30,0.2093
환상의 그대,2011-01-27,0.3
메소드,2017-11-02,-0.0864
